Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C5633 , oiL CHaNGE , 2023-28-03 ,01 Jan 1970 ,sPEed gaRAGE 
c5634 ,tyRE cHaNGe,01-14-2020,01-01-1970, piTStOP 
 C5635 ,TYre chaNGe  ,2022-16-03,1970-01-01,  pitsToP
 c5636 , ENgiNe REpaiR,03 auG 2020, 01-01-1970 , aUtOCare
c5637 ,baTtery RePLAcEmenT  ,28 oCt 2023, 01/01/1970,  pITSTOP 
c5638,TyRE chAnge  ,09 SeP 2020,1970/01/01 , PITstop  
 c5639,brake seRvIcE , 2020/01/01,1970/01/01, fAsTfiX 
C5640, BaTTEry RePLAcEMeNT  ,22 deC 2021," jAn 01, 1970", cArz
C5641,fUlL sERViCE,06/12/2022 , 1970-01-01,  FastFIx 
c5642 ,  BRakE servIce, 08/12/2022,01/01/1970,AutocARe
C5643,  TYrE ChaNgE, 11/05/2023,1970/01/01 ,mechaNIX
 c5644 ,  Oil ChangE ,2021/12/16 , 01/01/1970, SPeed garAge 
  C5645,full SErVicE , 2021-21-10, 01 jAn 1970, mechanIx
c5646 ,tYRE CHANgE,2022-18-03,01 JaN 1970, SPeed GaRAgE
 C5647,oIl chaNGE  ,08-01-2023, 01-01-1970,spEed Garage 
c5648,Full SErviCe ,2020/03/16,1970-01-01,mEcHaNIx
c5649 ,FUlL sERViCe  , 18 ApR 2020, 1970-01-01,PiTSTop
 C5650 ,fulL sERvICe,"May 20, 2023", 1970-01-01 ,pITsTop  
c5651 , BrAKe serVICE,19/06/2023, 01-01-1970, AutoCarE
c5652  , eNgIne rePaiR,2022/10/15, 01 JAN 1970,  cArz
c5653 , bRaKE seRVICE ,22 FEB 2023,1970-01-01, spEEd GarAgE 
C5654 , tyrE cHANgE , 2021/12/19 ,1970-01-01, fAstfiX 
c5655,BrAKE SERVICe,11-26-2020,"jAN 01, 1970 ", PITStOP 
 c5656 ,TYre chAnGe  ,01/07/2023 ,1970-01-01,  Carz  
 c5657  , oiL cHAngE ,2022-27-10,01-01-1970, meChanIx 
c5658,fUll SERVice , 2022-12-04,1970-01-01,  fAStfIX
c5659  ,BrAkE seRViCe,03-04-2022, 01-01-1970, SPeeD gArAge
 c5660 , oIL CHANge, 14 Aug 2021,01/01/1970,PITstOP
C5661 ,  oil cHAnge , 12 sep 2020,01 jan 1970,cARz 
  C5662, OIl cHAnGe,2020/07/07 ,01-01-1970, speed GARAgE
C5663, BrAkE SErVice ,14/09/2023 ,1970-01-01, MecHAnix
c5664 ,battERY RePLACEmEnt, 01/06/2023, 1970/01/01, cArz
C5665  ,FulL SerVicE  ,04-23-2022 , 01 JAN 1970,fAsTFIX 
 C5666 , tyRe chANGe,"MAr 02, 2021",01-01-1970, SpEEd GArAGE
C5667, oil change,"sEP 26, 2022",01 jAn 1970,carz
c5668 ,  TyRe chaNGE  , 12-24-2020,01-01-1970,  caRZ
  c5669 , oiL ChAngE ," Jan 12, 2023",01-01-1970,sPEEd GarAGe
c5670, engINE REpaIR,08-08-2020,1970/01/01, caRZ 
 c5671 ,TYRe chanGe ,17 JaN 2021,1970/01/01,mEcHanix 
C5672, BrakE seRvIce,05-18-2020 ,"jan 01, 1970", caRz
c5673 ,FULl SeRVicE,02-16-2023,01-01-1970 , autocarE
C5674 , Tyre change,20 aUG 2023,01-01-1970,fAstFix 
c5675 ,TYRe chAngE ,2023/08/25 , 01-01-1970 , faStFiX
 c5676,battErY RePlacEMent, 05-27-2020 , 01-01-1970,SpeeD garaGE 
c5677 , FULl seRvIcE ,2020-23-08, 01 jaN 1970,fAstfix 
 c5678 , engInE RePaIr ," JUl 01, 2021", 1970/01/01 ,aUTOcARe
 C5679, EnGINE RePaIR ,08-22-2022,"JAn 01, 1970 ", AUTocaRE  
c5680 ,BRAKE SerVICE,2023-07-07 ,01/01/1970,speEd garAGe 
 c5681  ,oIl chaNGe,02-07-2022 ,1970/01/01, SPeEd GArAGe
 C5682,BatTEry repLaceMEnT,10-15-2023, 1970-01-01,fastfIX
 C5683, oIl ChANge, 27 seP 2021 ,01 Jan 1970, FaSTfIX  
c5684 ,oiL cHaNge,19/03/2023 ,1970-01-01, cARZ 
 c5685 , Brake ServICe,2022-07-04,1970/01/01, CaRZ
C5686 , battErY RepLACemEnT, 03 aug 2022,"jan 01, 1970",  PITsToP
c5687 ,engInE rEpaIR,"APR 19, 2021", 01-01-1970 , pITStOP 
c5688 ,  batTerY RePlaCemENt,"oCt 09, 2020",01/01/1970 ,cArz 
C5689, tYRe cHANge  ,2020-18-11 ,"jAN 01, 1970",aUTOcarE
C5690, bAtteRY replaCEmEnt, 2023/08/16,01 JAn 1970, mECHANIx
 c5691 , BAtTery REPlACeMenT ,11-21-2023, 1970/01/01,pItsTOp
 c5692 , ENgine rePAiR  ,2021/03/23," JaN 01, 1970", cARz 
c5693, BrAKE Service ,08/08/2021,01/01/1970 ,CaRZ 
C5694,bAttERY rEPlaCeMEnt ,2022-04-03 ,01/01/1970,  MEChANIX
c5695, BATtErY RePlacemenT  , 2023/09/25 ,01-01-1970,sPeed gaRaGE 
 C5696, tyrE ChANge,07 Aug 2020,1970/01/01,fasTfIx
 C5697 ,  engINE rEPAIr,14 DEC 2021, 01-01-1970,pitStoP
c5698,brAKe SErvICe,"nov 24, 2023 ", 01/01/1970,  CArz
 c5699 ,bRAKe sErvICe,2023-06-10,1970/01/01, sPEED GaRage 
C5700 , BAtTeRY RePlaCeMENT  ,"Dec 06, 2020","JaN 01, 1970", PItsTOp
C5701  ,EnGiNe REPair , 2021-14-03 , 01/01/1970 , cArz
c5702 ,BRAKe serVicE, 2021-13-04,"Jan 01, 1970 ",AuTocArE
c5703  ,  OiL CHanGe  ," FEB 22, 2020 ",1970-01-01, CarZ 
 C5704, brakE serVIce ,11 oCT 2023, 01/01/1970 , carz
 c5705 , bRaKe sERvICE ,"nOv 05, 2023","jAN 01, 1970 ",fAsTfIX 
C5706  ,EngInE repAIR,13/11/2023 ,"jAN 01, 1970", AutOcare 
C5707 ,  ENgINE rEPAiR , 21/06/2021,1970/01/01 , sPeeD GArAGe
 c5708,  braKe sERViCe,06-18-2023 ,1970/01/01,sPeeD garaGE 
c5709  ,  TYrE chanGE,2023-19-11,01-01-1970 ,PItsTop
 C5710, TYrE ChANGe ,"jAN 18, 2023",01-01-1970 , pitstOP
C5711 ,  tyrE cHANGe, 22/07/2023 , 01-01-1970,caRZ
C5712 ,oiL cHange,2021-03-11, 01-01-1970,piTSTOp
  c5713 ,  ENgINe rEPaiR  , 16/02/2023,"jaN 01, 1970",Pitstop 
 C5714 ,ENGinE RePaIr, 05/12/2021,1970/01/01,AuToCarE 
C5715,  bAtTErY rEPLaceMenT ," jun 21, 2023"," JAN 01, 1970", autoCARE
  c5716, BaTteRy REpLaceMEnt,09 May 2022, 01 jaN 1970,  PiTStop 
  c5717 ,tYRE ChAnGE ,19/06/2021,"jAN 01, 1970 ",pITSToP
C5718 , engiNe rePAIr ,2021/11/22 , 01-01-1970,SPeed gArAge 
  C5719 ,  enGINE repaiR,"DEc 09, 2020", 01/01/1970,PItSTop  
c5720, tYRE cHANge  ,28 FEB 2020, 1970/01/01, CArZ 
 c5721,tYre chAnGe,"JUL 08, 2022 ", 1970/01/01, speed Garage
 c5722 , FUll SeRVICE ,"FEB 28, 2021 ","Jan 01, 1970 ",cARz 
c5723 , BrAke SERvIcE ,2020-09-04,1970-01-01,CARz 
  C5724 , eNginE repair, 2021/01/21," JaN 01, 1970",AutocaRE 
C5725,BATTery rEPlaCEmEnt,2020-29-01, 1970-01-01, CaRz  
 c5726 , TyRE chANgE , 03-05-2020 ,01-01-1970,meCHAnIx
C5727 ,FULl sErViCe ,2020/03/12, 01/01/1970,SPEeD gArAgE 
 c5728 ,tYrE cHANgE ,07 SEp 2022 ,1970-01-01,  CArZ  
 C5729, BAtteRy replACemeNT , 08/03/2021, 01-01-1970,pITSTOP
c5730 ,  bATTerY ReplacEMeNt, 2023-24-10, 01 Jan 1970,sPeED GaRAgE 
c5731, oIl chANGE  ,2020/07/06,1970-01-01,pitStOp
C5732 ,BAttEry repLAcemeNt ,2023/12/11, 01/01/1970,FasTfiX
C5733  , tYRE chANgE ,02-27-2021 ,01-01-1970,aUToCaRE
 C5734 , baTtErY replaCEmENT  ,08 MAy 2020,"JAn 01, 1970", CaRz 
  C5735,bAtTErY rEPlacEMEnt ,"jUn 30, 2021 ",01/01/1970, mechANiX 
c5736 ,FUlL servIce ,04 Feb 2022 ,1970/01/01,cARz 
c5737 , battERy rEPLaCemEnt,2020-20-06,01/01/1970, aUTocare
C5738 ,Brake sErvIcE, 18 NOv 2023, 01/01/1970,CaRZ
C5739, enGINE RepAiR ," sEp 22, 2023",01/01/1970, speed gaRAGe 
 c5740, batteRY RePLaCEMent,2022-24-12,1970/01/01,MEcHANIx
c5741 ,  fULl sERViCe ,"Mar 01, 2023",1970-01-01,caRz 
C5742, bRAKe SeRVice, 14 mAr 2021,1970/01/01, PItStop 
c5743 , BRAkE serVICE ,09 jul 2022,"JaN 01, 1970",PitstOP  
c5744 ,bAtTery REPLacEmEnT ,2023/04/13 ,1970/01/01, pITsTOp
 C5745, TyRe CHANGE,15/10/2021,01/01/1970 , pItsTop  
c5746,engIne rePaIr ,2022/07/31,"JAN 01, 1970",mecHaNIX 
  C5747 ,oIl CHANgE ,24/11/2021 ,1970/01/01 ,piTsTOp
C5748, EnGinE rEPaIR ,30 DEC 2020,01-01-1970 , fAsTFIx 
 c5749 , Full SERViCE ,2023/11/24 ,01 jAN 1970 , fAsTfIx
 C5750 ,FUll seRVicE ,2021-24-01,"jAn 01, 1970 ", SPEed GArAge 
c5751 ,BatTERy RePLACEMeNt ,17/12/2021,01/01/1970 ,FASTFIx
c5752,fULl service , 2021-23-07 ,01/01/1970, cArZ
 C5753, BRake sErVIcE ,2022-21-10,01/01/1970, pITSToP  
 c5754 , TYrE cHanGe,2020/03/28,01-01-1970,  MecHaNIx
C5755 , tyrE ChANGe, 2021-31-05," jan 01, 1970",Speed GarAgE 
  c5756, BaTTery REPlaCeMeNT ,2023-07-10,1970/01/01,SpEed GARagE 
c5757  , engInE RepaiR,"oct 17, 2023",01/01/1970, spEed GaraGe
C5758,FULl servICE,"seP 11, 2022",1970-01-01 , MecHaniX 
 C5759,FuLL seRvICe,2020-08-01,01-01-1970 ,mEcHanix
  C5760 ,batTeRY RePLAcEMENT,25/09/2023,01-01-1970 ,AUTOcarE 
C5761, bATtERY rEpLaCEMenT , 17 jAn 2020, 01-01-1970,PITstOp
 C5762  , ENGine rePAir,2023/06/19 , 01 jAN 1970,autOCaRe 
c5763,fulL sERVICE, 2021/02/16,01-01-1970,Carz 
c5764, EngINE RepAIR ,"Nov 18, 2021 ","jaN 01, 1970 ", pITSToP
C5765,EnGIne REPaIR  ,2023/10/27 , 1970/01/01, PITstop 
 c5766, braKe SerVICe,13/02/2021 ,01/01/1970, mechAnix
 c5767 ,  EngINe rEpaiR ,28/07/2023 ,1970-01-01 ,  SpEed gARAgE
 c5768, BRAKE SeRvIcE ,2022/10/26, 1970-01-01 , FasTFIX
 C5769 , oiL ChAngE , 11-23-2020,01-01-1970,PITSTop
C5770, TyrE CHAnGE ,02/08/2021 ,"JaN 01, 1970",AutocArE
c5771 , fulL sERVice  ,02-02-2023,1970/01/01, PItSTOp
 c5772  ,fUlL SerViCE,2023-07-01 ,01-01-1970,auToCARe  
C5773  ,bAtteRy REplAcEmENT,10-22-2020,01/01/1970, cARZ
 C5774, oIl chAnGE, 25/05/2020,1970/01/01,mEchaNIx 
C5775 , OiL ChAngE  ,2020/10/04 ,1970-01-01 , spEED garaGe
c5776,FULL SErViCE , 2021-07-12,01 jaN 1970, caRZ  
C5777,BAtTeRY repLacEmENT ,"nOV 17, 2022",1970/01/01,pItStOp  
C5778,  BaTtERY replAcemENt,25 jan 2020 ,1970/01/01,piTstoP
 C5779 , BatTEry rePLacemEnt,03 JUl 2020,"jAn 01, 1970", FaSTFiX 
c5780 ,TyRE cHANGe, 12/01/2021 ,"JaN 01, 1970",SPeed GARaGe  
 C5781 ,  BaTtery rEPlacemeNT ,"May 14, 2022",01/01/1970,caRZ  
c5782 ,fulL ServicE ,14 APR 2023 , 01 JAn 1970 , aUToCaRe
c5783, FULL SERVicE ,17 Jan 2022 ,1970-01-01 ,  mEcHanIx
 c5784,  bATtERy REPlAcement,12-19-2020 ,01 Jan 1970,pitstop
 C5785 , oIL chaNGE,11/08/2020 , 01-01-1970,carz 
C5786,EnGiNE rEpAIr,17 DeC 2023," Jan 01, 1970", sPEed gAragE
 C5787,BRakE sErvICE ,2020-08-06,01/01/1970, Speed GARAGe 
 c5788 , TYre chAnge ,08-28-2021 ,01/01/1970,aUToCarE 
C5789,ENgInE rEpAIR  ,15/06/2023,"JAN 01, 1970", cArz
 c5790 , BATteRY replACeMent ,"oct 04, 2023",1970/01/01,FaSTfiX 
 C5791 ,ENgine rEpAIr  , 2022-05-07 ,01/01/1970 , SPeed garage
 C5792 , tyRE chAnge ,2020-10-04, 1970-01-01,MeChAniX 
c5793  , ENgINe REPair , 2022/01/09 , 01 JAN 1970,MeChANIx 
 c5794, BRake ServicE, 02/07/2022,1970/01/01, mechAnIx
C5795 , oIL chanGE ,2022/03/21 ,01 JAn 1970,pitSTop
C5796 ,eNGiNE rEPAir ,07 jAN 2021," JAn 01, 1970",pItstOP
c5797 ,braKe SeRviCE ,03/12/2020," JAN 01, 1970 ", CarZ
c5798, fULl SeRvIcE,10-05-2020,"jAn 01, 1970",speEd GaRage
 c5799, BAttEry REPLACemENT ,2022/01/30,1970-01-01 ,PITSTOp 
  C5800 ,tyrE cHaNGE ,17/02/2021 ,"JaN 01, 1970", MEChanIX 
C5801, oil CHanGE , 10 jul 2022,1970-01-01,mEcHaNiX 
 C5802, brAKe SErVICE, 26/04/2021 ,1970/01/01,SPeEd GaRAgE
 C5803 , oIL ChanGe ,18/02/2021,01 Jan 1970 ,SPEED gAraGe 
c5804, Tyre CHAngE,"Jun 10, 2021",1970/01/01 ,MEchanix
C5805 , tYRE cHange,2021/04/29,01-01-1970, MECHANIx
c5806  ,tyRe chaNGe ,25 OcT 2023 , 01 jaN 1970 , mECHAnIX 
c5807,oIL change ,26 JuN 2022,1970/01/01, AUtoCARe
C5808 , BRaKe ServIcE ,08-31-2023,1970/01/01 , AuTOcaRe
 C5809 ,oIL CHange, 2023-20-03,1970-01-01 ,aUtocARE 
 C5810,Engine REPaIr ," jUl 13, 2022", 01/01/1970, SpeED GARAgE  
C5811,tyrE changE  ,2023/11/06 , 01-01-1970 ,piTSTOp
C5812,enGIne REPair ,2021/10/31,"jAN 01, 1970",FAsTFix 
C5813 ,bRAkE SErviCe,20 nOv 2020,01 JAN 1970 ,  mechaNIx 
c5814,  bATteRY ReplAceMEnT,25 juL 2023,"Jan 01, 1970 ",meCHANiX 
c5815 ,bRAKe seRVice, 03-21-2022,01-01-1970 , mECHanIX
  c5816,  oiL cHANge  ,08-20-2023, 1970/01/01,mEChaniX
c5817,BraKe SeRvice,04 MAY 2022 ,1970/01/01,speeD gArAgE 
 C5818 , BatteRY REpLacEMENt ,2020/03/15,1970-01-01, cArz 
 C5819  ,oil change," JUl 13, 2023", 1970/01/01,sPEEd GAraGE 
 C5820, TYRE chANGe ,19 APR 2022, 01 Jan 1970, aUTocArE
 C5821, BATTErY rePlAceMeNT ,06-26-2023,01-01-1970,pitStoP
C5822,  TyRE chaNGE, 2021-17-04 ,01-01-1970,FAstfix
C5823 ,bAttERY REplAcEmeNT ,2023/08/18,1970/01/01 , auTocarE 
 C5824  , TYre chAnGE,2020/10/03 ,1970-01-01,PItSTOp  
 C5825 ,oil cHAnGE, 2021/10/17,1970/01/01 , fAStfIX 
c5826,BAtTEry rEPLACEMenT,07-16-2020,"JaN 01, 1970", pITSTOp 
 C5827,TyRe CHaNGe,10-22-2021,01/01/1970 ,FAstFix
 C5828, tyRE ChAngE,2023/06/14 , 01-01-1970,PItSTOP 
 C5829 ,FulL sErVicE,"mAr 22, 2022",01-01-1970 , fAstfiX
 c5830 , FuLl SERvIcE,03-05-2022 ,"jAn 01, 1970", piTstOp  
  C5831  ,FuLL servICE ,"May 15, 2023", 01/01/1970 ,mechanIX  
c5832 ,BRakE SeRvICe,05-29-2023 , 1970-01-01,cARZ
 C5833 ,baTTery rEPlAcEMeNT," feb 27, 2022","jAn 01, 1970 ",aUTOcaRe  
C5834, brake SerVICe ,2021-03-08,1970/01/01 ,FaStFix 
 c5835,BRAkE servicE,02-06-2020,1970/01/01,pITStOp
 c5836 , eNgine REpAIr,2022/03/15,1970-01-01,PItsTOp
 C5837,tyRe ChANGe, 2020-12-06 ,"JAN 01, 1970", AuTOcarE 
 c5838,oIl chaNge,01-12-2020,01-01-1970,carZ
 c5839, FUll ServiCe,2021/10/03 ," JaN 01, 1970", cARZ
c5840 ,  bATTERy REPlACEMent ,10/12/2021," jAn 01, 1970 ", sPeED garAGe 
C5841,brake sERvice,15 May 2022 ,1970-01-01, AUtocAre 
  C5842  ,  engINE repAIR ,25 Apr 2020,01 Jan 1970, spEED garaGe 
C5843  ,full sERViCE ,28 DEC 2021 , 01-01-1970,speEd GarAGe 
 c5844, enGiNE repaIr ,02 Nov 2021,"JAN 01, 1970",mEChaNix
  C5845 , engine RepaIR ,09-06-2023,"JaN 01, 1970",AUtOCaRE 
 c5846,EnGiNE RePair,2020-26-11,01-01-1970,fasTFIx 
  C5847 ,oIL CHanGe,2020/12/04 , 1970-01-01 ,  FASTFiX 
C5848, fULL sErvICE ,30/06/2022 ,1970/01/01, MeCHaNiX 
 C5849 ,OIL cHangE,2022/06/30, 1970-01-01, FastfIx 
 c5850, tYRe cHANGE, 2021/05/15,1970-01-01,PiTStoP 
 C5851 , BrAkE SErVicE,2023/07/22 ,1970/01/01, AuTOcARE  
C5852,BAtterY rePlaCement ,06 jan 2022,1970/01/01, mEChaNIx 
 C5853,tyrE cHangE , 08-02-2020,01 jAn 1970,  piTSTop 
c5854,baTteRy RePlaCeMenT,27/04/2023,01 Jan 1970 , SPEed gaRaGE
 C5855,OiL chANgE ,27/09/2021,1970/01/01,sPeEd gARaGe
C5856 ,EnGiNe repaiR ," APR 06, 2020 ",01/01/1970,PiTSTop 
c5857  ,bRake SeRvice,2023-18-02,1970/01/01,cARz 
C5858  ,BRake sERViCe ,18/07/2021 ,01 jaN 1970,  AutOCaRE 
 C5859,tYrE chANGe,07-29-2022, 1970/01/01,carZ 
 C5860 , Oil ChAngE, 2021-15-10,"JaN 01, 1970 ",MEChAnix 
c5861, TYRe CHAnge,10-05-2022,01-01-1970,AutOcarE
C5862, tyRe chaNgE  , 05-07-2021,01-01-1970 , SPeEd GaRaGe 
 c5863, OiL chaNGe ,2021/05/20 ,01 jAN 1970 ,MEcHanIx 
C5864 ,fUlL SeRvicE ,2022-11-06,"jAn 01, 1970",cARz
c5865,enGIne rEpaIr , 28/12/2023 , 01 jAn 1970,Carz
c5866 ,ENgIne RePAIR  , 2023/01/18,01/01/1970, fasTFIx 
 C5867 ,brAKe SERvice,06/01/2023 ,1970-01-01 ,CarZ
 C5868, FUll sErVICe ,25/06/2023, 01/01/1970, PItStOP
 C5869, bATTEry RePLacEmEnt, 27 jAn 2022 ,01 jaN 1970 ,cArZ 
 C5870 ,Tyre ChANge  , 06/10/2020, 1970/01/01,AUTOCArE 
C5871 ,braKE ServICE  , 2022-31-05 , 1970-01-01, pITSTOp
 C5872 , ENgInE rEpaIr,15 jaN 2020 , 01-01-1970,  FAstFIX
 C5873 , Oil cHanGe , 27 jUL 2022 , 01 JaN 1970 ,MeChanix 
c5874 ,oIL cHaNgE,08/08/2021, 1970-01-01,AUTOCaRe 
  C5875,  engiNe rePaiR  ,20 SeP 2020," jan 01, 1970", fastfIx
 C5876 , FULL SErViCE  ,15 apr 2020 , 01-01-1970,AUTOCaRE 
c5877, BrAKE sERvIce ,"jAN 11, 2022 ", 1970/01/01 , CArZ
c5878 ,Full SerViCe ,21 JAN 2020, 1970-01-01 ,MecHaNIX 
 C5879, Oil CHANGe ,16/12/2023, 1970-01-01,MECHanix
c5880 , BRAKE sERViCE  ,19 FEb 2020,01/01/1970 , PiTstOp
c5881 ,oIl CHANGe,09-24-2023 ,1970-01-01, spEeD GarAge 
  C5882 ,BaTTERy REPlACeMENt,2022/10/18,01 JaN 1970,  Pitstop
C5883,BRAkE seRvice,08-05-2020,"JAN 01, 1970 ", caRZ 
 C5884 ,baTtEry REPLaCeMent ,"SeP 26, 2020", 1970/01/01,FAstFIx 
  c5885  ,oIl chAnGe,06-30-2022, 01/01/1970,carZ 
 c5886 ,engINE REPaIR ,2021/02/11," jaN 01, 1970",Carz
C5887 ,fulL SeRvICE ,2021/12/23 , 01/01/1970, SPEeD garaGe 
c5888 , oiL CHANGe,2022/11/28,01-01-1970, PiTStOP
C5889,  oIL cHAnGE ,"juN 14, 2020",1970-01-01,piTSToP  
C5890 ,  oiL chaNGE  ,2021/06/30, 01/01/1970, SPeeD garAgE 
C5891,  baTterY REPLAcEmeNT,"dEc 11, 2020 ",1970/01/01,  pItSTop 
 C5892,oIl chaNge ,2021-05-09,"jAn 01, 1970", mecHaNIx 
 C5893 , engIne REPAiR," JUN 29, 2023", 1970/01/01,pITSToP
c5894,oIL ChAnge  ,"maR 14, 2021",01-01-1970,  PITSTOp 
 C5895,tyRE cHANGE, 15 apr 2021," jAN 01, 1970", fAsTfiX 
 c5896, BrAkE SERVicE,12/05/2022, 01-01-1970 ,AUToCaRe
c5897 ,tyrE cHAnGE,19 dec 2022,01/01/1970 , MeChaNIx 
 C5898, brAKe SERVIce ,"dEC 22, 2022"," JAN 01, 1970",spEed GaRaGe 
c5899 , EngINE RePaIr , 2020/08/17,01 jAN 1970, mEChaniX
  C5900,OiL CHangE , 13/04/2020 ,"JAN 01, 1970",MEcHAnIX 
 c5901  , fULl sErvIcE, 09-05-2022, 01/01/1970 , aUTocarE
c5902,bRake sERViCe  ,2021/10/10,01 JaN 1970,aUtoCaRe 
 C5903 ,oil cHanGe,2022/03/09 ," jaN 01, 1970",FASTFix
 C5904,braKe SERViCe  , 2023-14-10,1970/01/01 ,AUtOcaRE 
  c5905  ,BAttery RepLaCemenT ,2022-20-06,01/01/1970,aUTOCArE  
c5906 ,  ENGiNe RepaiR ,2021-29-01,01 JAN 1970 ,sPEeD GARaGe
 c5907, eNGIne rePaiR,17 DEc 2020,1970/01/01 ,fASTFIX  
  c5908  ,tYRE ChANgE , 07-03-2022, 01-01-1970,faSTfIx 
c5909,oIL ChanGE,19 AuG 2022 ,1970/01/01 ,pITSTop  
 c5910 , enGine RePaIR ,2022-16-02,01 JAN 1970,pItSToP
C5911  ,OiL cHAnGe,09 mAR 2023,01-01-1970, faSTfIX
C5912, fULl SeRVICe,06/08/2022,"JAn 01, 1970",CaRZ 
C5913 ,ENGiNe RePaiR,2023/07/06,1970/01/01,AutOCARE 
  C5914 , eNGiNE RePaiR,20 JAN 2021, 01 Jan 1970, pITstOp  
c5915 ,bATTERY REPlAcEmenT,01-01-2020,01-01-1970 ,aUtocAre 
C5916,FuLl SeRvicE,09-09-2022 ,"Jan 01, 1970", mecHaNIX 
c5917,TYre CHanGe,"Oct 13, 2020", 01-01-1970,carz
C5918,bRakE SErvIce ," nOv 26, 2022",01 Jan 1970,carz
 C5919,TYRe chAnGe  ,2022/07/04 , 01-01-1970,PITSTOP
C5920,tyrE chaNGe, 06 jAn 2023, 01/01/1970,MECHAnIX
c5921,fULl SERvICe ,2020-22-10 ,1970-01-01 ,pItStOp 
 C5922,fuLl SERVIce ,2021-14-10 ,1970-01-01,CARz
C5923 ,OIL ChAnge,2023/01/12 ,01/01/1970 , meChanIX
c5924 , BAtteRy repLaceMeNt  , 08-11-2021,"Jan 01, 1970 ",MECHaNix
 c5925, tyRE ChaNGE, 31/05/2020 ,1970-01-01 , MeChanIx 
  C5926 , BrAke sERvIcE , 06 oCT 2021 ,1970-01-01 , autOcARE
 c5927 ,BrakE SErVICe, 26 May 2020 ,01-01-1970 ,  AutOCaRE 
 C5928 , BrAke SErViCe,09/05/2021,01/01/1970,PitsTOp
C5929,  BAttery RePlacEmENT,11 NOV 2023,1970/01/01, auToCaRe 
 C5930 ,  bRAKe serviCE,2022/12/31,01/01/1970 ,carZ
C5931, FULL sErvICE, 2020-27-11 ,1970-01-01 ,AutOcaRe 
C5932 , BatTErY REPLAcEMENT ,12 may 2021,1970-01-01,fASTfix 
  c5933 , bATTERy RepLaCemEnT ,16/07/2020, 1970/01/01 ,AUTOcaRe 
 C5934, BatTERy REPLaCement,2021-17-09,"jAn 01, 1970",carZ
 C5935 , eNgiNE rePAiR ,03/07/2020 ,01 jAN 1970,  piTstoP 
c5936,full SErvICE,01 NOV 2021 ,01/01/1970,autocAre
 c5937,EnGIne rEPaIr ,11 SEP 2022,01/01/1970 , faStFIX
 C5938,bRaKE sERVICE  ,27/01/2023,1970/01/01, cARz 
c5939,Brake SErviCe,"MAR 19, 2021",1970/01/01,  SPeed GArAGE
 C5940,ENGine rEPAiR ,29 AUG 2022, 1970-01-01,AUtOCArE 
 C5941,ENgINe RePair  ,2021/10/28,01/01/1970, FasTFiX 
 c5942 ,FuLl sErVicE ,16 oct 2020,1970-01-01,pITSTOP
c5943 , FULL serVIcE, 25/09/2021,01 JaN 1970,sPeED GArAge
C5944 ,eNgINE RePAIR ,03-27-2021,1970-01-01, AUTOcArE
  c5945,BRaKE servICE ,"APR 25, 2023",01/01/1970 , sPEED Garage 
c5946 ,bRAKe sErViCE, 2020-14-02 ,"jAn 01, 1970", MeCHaNIx 
 c5947 ,full sERVICe, 2023/04/27, 01 jan 1970,fASTfIx
 c5948,oil cHANGE ," SeP 10, 2021"," jan 01, 1970",carz
c5949 , TyRe cHAngE ," AUg 18, 2023 ",01/01/1970,mecHaNix
C5950 , BrAKe servIce ,04/11/2020,01/01/1970, PiTsTop 
c5951,TYRe chaNGe,2022-23-12,01/01/1970,piTSToP 
C5952,  TyRe cHANGe ,2021/07/13,01 jaN 1970,CARz 
 C5953 , tyre changE ,"oCT 26, 2021 ", 1970/01/01,  sPEEd GaRagE  
c5954 ,tYRE cHAnge , 28 MaY 2022,"jAn 01, 1970",  cARZ
C5955  , baTTERy rePLacEmEnt , 01-26-2022," jan 01, 1970", aUtocAre 
C5956  , Brake sERvICe,26/12/2021,1970/01/01 , FasTFIx 
 C5957,Oil CHANgE,2022-05-09,"jAN 01, 1970",AUtOCARe
 c5958,  OiL CHaNge,08-22-2020 ,1970/01/01 , caRz 
c5959, bAttERy REpLAceMENt , 2023-19-03 ,01/01/1970 ,mecHAnIX 
 c5960 ,BAttERy RePlacemENt ,03/06/2023,1970/01/01, cArz 
C5961 ,FUll SERVicE  ,19/05/2021," jAn 01, 1970",AuToCare
 c5962 , OIL cHaNGe,04-04-2023 ,1970-01-01 ,fAstFIX
c5963 ,  BRAke SERVIce," FEB 17, 2022",01-01-1970, AUtOCaRe
C5964,tyRe chANgE ,15 may 2021,01-01-1970, pitsTOP 
 C5965, full SerViCE,12 jUN 2021,1970/01/01, spEED GaRAge 
 c5966,BatTeRY replacemenT," aUg 29, 2022 ",01-01-1970, mEChaNIX 
 C5967 , Tyre CHaNGe  ,"DEC 08, 2023", 01/01/1970 , PITSTOP  
C5968, EngINe rePaiR,24 OCt 2021 , 01/01/1970,autocare 
 c5969 ,tYRe chANGE , 2023-09-01, 01 JaN 1970 , autOcaRe
C5970,  fuLl SeRvICE ,2023/11/05,01-01-1970,SpEEd gArage 
c5971,bRaKE SERvICE,29/07/2022,"JAn 01, 1970", SPEeD gARaGe
 c5972  , fuLL seRVIce,2020/03/15 , 01/01/1970,SPEeD garaGe
